feature,importance
fellow,3.105266195427289e-05
photo,3.10312544620854e-05
people don,3.100522401375351e-05
acting like,3.090811110182606e-05
cops,3.081666120918141e-05
fbi,3.073816034602499e-05
cruz,3.073293104907852e-05
creating,3.0670545205444027e-05
sweet,3.064762569448956e-05
ill,3.062264107337752e-05
admit,3.060711527761921e-05
protect,3.05449099782591e-05
don want,3.051800980803462e-05
flip,3.0491966471941617e-05
anybody,3.0390129498868875e-05
paul,3.0309143861002687e-05
bitch just,3.0303588992810946e-05
position,3.0285957641562727e-05
rick,3.0277107702770352e-05
40,3.02558586604141e-05
irrelevant,3.0200815027632083e-05
proud,3.0090120304096043e-05
pussy good,3.0028951520413e-05
dollars,3.0021684159729882e-05
just make,2.999346403177696e-05
lets,2.999185781139733e-05
fence,2.9909873087187794e-05
college,2.9898968792910983e-05
running,2.9889591293017243e-05
neighbor,2.988649981167843e-05
period,2.9857645887839932e-05
fine,2.9827956870768223e-05
welcome,2.981890040330372e-05
lmaoo,2.980116587977975e-05
tired,2.9760903252024245e-05
uncle tom,2.9698009548417367e-05
ones,2.959226206930866e-05
bundy,2.9559522962589912e-05
scott,2.954598297638448e-05
intelligence,2.9526668249725715e-05
sign,2.952665210348879e-05
honestly,2.951940924096723e-05
anchorage,2.9497262817685067e-05
blue,2.9457812494790573e-05
short,2.945209346520351e-05
bible,2.9445845085149276e-05
emotional,2.935527960094343e-05
car,2.9337595175847633e-05
special,2.9335863358663495e-05
don bitch,2.93308152657675e-05
arrested,2.9292159198295595e-05
flu,2.9290991580763634e-05
128514 http,2.92795341003081e-05
quit,2.9233540588984404e-05
establishment,2.9223591057244778e-05
sin,2.920628384571613e-05
animals,2.9131888412835583e-05
judge,2.9043181486673427e-05
hoe 128514,2.9018681705356043e-05
tried,2.8956359301061348e-05
reality,2.8921453344573585e-05
uh,2.891927964684486e-05
wake,2.8892476163424635e-05
unpleasant,2.8848589719933716e-05
shouldn,2.8808962139340133e-05
look good,2.8788348184372975e-05
light,2.8758809180573737e-05
sexy,2.874807181065028e-05
page,2.865489340974732e-05
cream,2.85709567278344e-05
year old,2.8556844113587072e-05
prolly,2.8522956099163862e-05
lied,2.8507089716461155e-05
deserve,2.8480850041261225e-05
box,2.8479780711839062e-05
yard,2.8372548836129388e-05
couple,2.8370740133507804e-05
helped,2.8323515976849344e-05
save,2.831977554324131e-05
couldn,2.8307488716823617e-05
positive,2.830703220710931e-05
sit,2.823709383714491e-05
shit like,2.8227013629102356e-05
nose,2.819849043680577e-05
unless,2.8157413727523427e-05
reagan,2.8088356391293084e-05
putting,2.8064400863479412e-05
message,2.8030906404665822e-05
grasp,2.8021947491846898e-05
nudes,2.7997667276652657e-05
playing,2.7939351268698927e-05
xxx,2.7867230173985184e-05
terrible,2.7824675429141138e-05
equally,2.7814107559388816e-05
tv,2.7780639373144413e-05
just don,2.7725154876165515e-05
ready,2.7722219690287446e-05
river,2.7720506757080498e-05
players,2.771207681979127e-05
classic,2.768418348429535e-05
honest,2.7652193420704728e-05
minimum,2.7642483038435426e-05
basic,2.763227012207034e-05
delusional,2.762151787458931e-05
giving,2.76153364913544e-05
grade,2.759593089421186e-05
pot,2.746961009265824e-05
character,2.7370529089270294e-05
internet,2.7304529919909584e-05
letter,2.7289879705292402e-05
barack,2.728831721605532e-05
asses,2.7264669486679878e-05
speech,2.720351568075271e-05
definitely,2.7176036120094107e-05
texting,2.7165036779320663e-05
especially,2.714376218768513e-05
hoes like,2.7132652275577125e-05
usa,2.7119965460923887e-05
rape,2.70923247585322e-05
24,2.7084267256484162e-05
choices,2.7069565959125964e-05
second,2.704363665892565e-05
ate,2.701472100722317e-05
random,2.701320851532489e-05
sports,2.701308541034036e-05
wall,2.6990900995125114e-05
hahaha,2.6948364843429868e-05
reminds,2.6920464746247413e-05
paper,2.6823491978537188e-05
shall,2.6813534755233495e-05
shameless,2.6801843758159407e-05
room,2.6788648822730807e-05
insane,2.678837465465613e-05
sexual,2.6760986440925937e-05
worked,2.674033840117991e-05
door,2.6730229437995394e-05
late,2.6621129666786675e-05
crist,2.6583752880642022e-05
19,2.6582295234565176e-05
average,2.6574375098622884e-05
daddy,2.656137532344391e-05
argument,2.6538618015959472e-05
private,2.6524287907082037e-05
128064,2.652156849957331e-05
sky,2.649553677106702e-05
trolling,2.6447256686642393e-05
finger,2.6399854925323117e-05
jay,2.6376374872757734e-05
like don,2.6376248409191267e-05
body,2.6366175734333357e-05
bad thing,2.6340553266995086e-05
regular,2.633005248333677e-05
chicken,2.63250575955572e-05
teach,2.628966499234768e-05
happens,2.6280109417385633e-05
kid,2.6239189088739984e-05
accept,2.6234985881560847e-05
lots,2.623158171548181e-05
town,2.6228839424357908e-05
128514 https,2.61153973732152e-05
break,2.6089682791112014e-05
sayin,2.6069737395353086e-05
hits,2.6066826944287258e-05
islam,2.604206119965745e-05
wweek,2.6036101574759362e-05
kidding,2.6020311024373155e-05
shooting,2.5994841238122526e-05
movement,2.5987196697320087e-05
deny,2.597971772373144e-05
defend,2.5976131930411274e-05
christians,2.5966743489208552e-05
willing,2.5943861072036223e-05
path,2.5934428617713854e-05
coon,2.591746833669431e-05
neighbors,2.5867723282083943e-05
missed,2.5858433855506607e-05
conservatives,2.582268261273585e-05
mention,2.5774518909093308e-05
cat,2.5770377161123925e-05
gettin,2.5762070061449116e-05
billion,2.5759148785346194e-05
bully,2.575049012594074e-05
2014,2.574417146350905e-05
15,2.573868370638989e-05
8221 8221,2.5660485761695918e-05
bar,2.5649129131257026e-05
imagine,2.5636434660767197e-05
mayor,2.5623446478491943e-05
naked,2.560863543602175e-05
chance,2.5561976306262748e-05
fish,2.555102408001566e-05
hate bitches,2.552981224048793e-05
quote,2.5518812238459527e-05
lol 8221,2.544096676743654e-05
club,2.538041705387952e-05
supreme,2.5373252405532028e-05
losing,2.5367147194991787e-05
plan,2.535120361013552e-05
set,2.5312602812180653e-05
including,2.5288091414903488e-05
color,2.5259139725472935e-05
john,2.5162486528992133e-05
walking,2.51065080261323e-05
taken,2.5099104870856602e-05
claims,2.5040204529255302e-05
unlike,2.5031101294352725e-05
taste,2.492770540199469e-05
officer,2.491243946565048e-05
likes,2.48956066256078e-05
yelling,2.488701498243863e-05
awful,2.48048980615508e-05
pink,2.47337253372651e-05
months,2.473131332032613e-05
right wing,2.4727572840341902e-05
protest,2.472477400520524e-05
strong,2.462100479730983e-05
plays,2.4558962632464458e-05
site,2.4544683119192612e-05
increase,2.45442393853188e-05
activists,2.454039671812642e-05
higher,2.4538984513670425e-05
attitudes,2.4528130038298112e-05
count,2.452650593957377e-05
fast,2.4518411560334835e-05
2015,2.451396535582378e-05
128536,2.4501938666613907e-05
function,2.449786090158275e-05
unfollow,2.44826288224734e-05
screwed,2.4466370196930262e-05
ashamed,2.4464625505082776e-05
horrible,2.4458447492386518e-05
smile,2.4439794098631664e-05
china,2.4435528674469886e-05
threats,2.4402368878110147e-05
guns,2.4401965890190562e-05
marry,2.437092132339761e-05
suffer,2.43549976166172e-05
decision,2.4325830728823325e-05
haven,2.4271999697189415e-05
laugh,2.425050253613144e-05
attorney,2.4244489534852864e-05
arrogant,2.4227998237089808e-05
solution,2.418624687837793e-05
common,2.4174999805005926e-05
middle,2.417455886681642e-05
yo hoe,2.4120757588134125e-05
faces,2.4100605456871436e-05
aye,2.4071397834438604e-05
hole,2.405977108213345e-05
vile,2.405022489362622e-05
babe,2.403840463934851e-05
appreciate,2.3938735853542437e-05
outta,2.392809223495688e-05
er,2.390792080794996e-05
wondering,2.3885446760215735e-05
chase,2.3884703394904155e-05
tom,2.3881160131872982e-05
clam,2.3872639180534098e-05
summer,2.383985602598508e-05
choice,2.379978942508956e-05
hungry,2.3779933465198832e-05
knock,2.3746643809276608e-05
128513,2.3740211968303624e-05
generation,2.373122886903522e-05
holy,2.370602700342957e-05
sucker,2.3657162334252507e-05
wat,2.365489506098636e-05
clear,2.363913266896121e-05
certainly,2.3616571557839285e-05
killer,2.3593222950575796e-05
tcot,2.356907216102369e-05
1st,2.3547985244080954e-05
spread,2.353435118828217e-05
keeps,2.351226784860732e-05
128564,2.3455019454897303e-05
elected,2.343438931657493e-05
prime,2.3400081118916752e-05
nation,2.339101290096753e-05
hold,2.336181309860456e-05
abuse,2.3343340786295545e-05
right pussy,2.332550152303299e-05
join,2.3289964611505276e-05
juneau,2.328051105868779e-05
football,2.3267618965983573e-05
apartments,2.3264835913099085e-05
stolen,2.325462499002234e-05
128548,2.3231061305107016e-05
hoe ass,2.3220547244757157e-05
slit,2.3117339504163138e-05
member,2.3103881133090098e-05
insurance,2.30686741742908e-05
christian,2.305218110728939e-05
128553 128514,2.3030336229199767e-05
jew,2.2995625527400564e-05
evil,2.2970484232072393e-05
nd,2.2943835729954794e-05
laughing,2.2938753322017193e-05
ice,2.2931775546663935e-05
gov,2.2872428399509396e-05
original,2.287153190443652e-05
gives,2.2819884128020954e-05
wanting,2.279427596604326e-05
following,2.2778076365744956e-05
animal,2.2713555931929134e-05
soul,2.270838819965372e-05
biased,2.268736945623017e-05
order,2.2648841254097678e-05
online,2.2645615583575133e-05
gotten,2.2603725077776334e-05
donald trump,2.2600248148362512e-05
cans,2.2592925813168774e-05
removed,2.2591161778873173e-05
crimes,2.2530176184667024e-05
annoying,2.249704026734381e-05
losers,2.2493748802184558e-05
pic,2.248032542122995e-05
just wanna,2.2479916609918432e-05
lawsuit,2.2476102986983355e-05
note,2.2457432924790437e-05
sexist,2.2443360222898163e-05
voters,2.2424959451397584e-05
bag,2.2400170560419753e-05
union,2.2376600152284566e-05
teacher,2.237501192406898e-05
128567,2.2363033376616015e-05
hilarious,2.2362176405524306e-05
number,2.2327663523791956e-05
turned,2.232088533382334e-05
kicked,2.231623700688438e-05
128533,2.229464639393245e-05
google,2.2273598727597233e-05
record,2.2261272838644123e-05
earth,2.225769526943184e-05
just say,2.222485278070947e-05
united,2.221176234343685e-05
looked,2.218577760448126e-05
signed,2.2175699301289608e-05
mistake,2.2157560050836786e-05
discrimination,2.2154089226594773e-05
moral,2.2131683014342057e-05
near,2.2127661345482843e-05
calls,2.2120890455172104e-05
obnoxious,2.2113503465986546e-05
changes,2.2104307613898513e-05
baseball,2.208625869318045e-05
ran,2.2060349030244687e-05
numbers,2.2045260987952017e-05
left wing,2.2027498604572094e-05
son bitch,2.202330497481373e-05
absolute,2.2019211284039405e-05
destroyed,2.200032796525975e-05
128591,2.198804371792028e-05
gain,2.1975813250984725e-05
avoid,2.197390694730443e-05
fantasy,2.1943480644503334e-05
cripple,2.193225332756168e-05
allow,2.19320763552808e-05
8221 http,2.191604118775356e-05
pretend,2.1897799326700496e-05
environment,2.187822987732876e-05
tha,2.1873509501217328e-05
safe,2.1865937014907144e-05
stewart,2.1861890340484796e-05
street,2.1855946979919296e-05
justin,2.1850504998111625e-05
terrorist,2.1840757139011427e-05
supports,2.183400053007826e-05
sort,2.1815029286827135e-05
shot,2.1691949496539342e-05
128524,2.1684423479308296e-05
check,2.164669153405103e-05
bored,2.1644468698539684e-05
store,2.163542828156781e-05
brother,2.1617172899120917e-05
35,2.159111344462886e-05
using,2.1578605292833568e-05
people really,2.1564737146958022e-05
wild,2.155178390226172e-05
speaks,2.1544414315484992e-05
dumb ass,2.1498845987143003e-05
named,2.1487717047332724e-05
locked,2.1474272029874983e-05
process,2.1471185278284124e-05
liars,2.134043383980829e-05
128557 rt,2.1316848954533006e-05
rice,2.1290876665428962e-05
sadly,2.1227310105568244e-05
1041204 1041204,2.1210385867509743e-05
yesterday,2.1210202421995085e-05
dad,2.118161716101921e-05
responsible,2.116893228674778e-05
nope,2.1107254651395544e-05
welfare,2.1071794216787943e-05
morningjoe,2.1062166107069488e-05
built,2.105125384453546e-05
fascist,2.102237334030248e-05
leader,2.0977117138666838e-05
failure,2.096650482298097e-05
hiding,2.096333304844957e-05
leading,2.0963059492230047e-05
sound like,2.094635784629963e-05
happy birthday,2.0939610791420876e-05
22,2.0871129064509735e-05
turns,2.0814115987996305e-05
jesus,2.0804854615798803e-05
ends,2.0801353873105064e-05
momma,2.0736607233532997e-05
racists,2.0727538713885384e-05
god bless,2.072429242334584e-05
lines,2.0651694386128173e-05
east,2.056994543447315e-05
lil bitch,2.055667590171993e-05
selling,2.0544270642127302e-05
mass,2.0519062523335767e-05
id,2.0470979762366323e-05
playin,2.046620661682038e-05
really think,2.04647713205254e-05
hoes love,2.043815949380818e-05
800,2.0423764198853186e-05
pro,2.0367573953791714e-05
tough,2.0345143335194963e-05
forget,2.031646161849531e-05
hypocritical,2.031152344406397e-05
cuts,2.025053246612536e-05
lay,2.024917233527738e-05
protests,2.023335727336693e-05
monday,2.019872932701739e-05
response,2.018850622164746e-05
think trump,2.0188112212188865e-05
pointed,2.0185372800708067e-05
teeth,2.0154951092165223e-05
whining,2.014933630000708e-05
yup,2.0138011630974737e-05
whitey,2.0134598495091882e-05
clueless,2.0117379482045597e-05
double,2.0108935490989525e-05
17,2.0092192118586617e-05
weather,2.0089682416991104e-05
choose,2.008198054288666e-05
match,2.0081400013660867e-05
stage,2.0067656374935967e-05
delete,2.005505245625808e-05
daughter,2.0043621939784935e-05
badly,2.002165082566302e-05
imma,2.0019919876876483e-05
discussion,1.999151571040742e-05
discovered,1.997817965835603e-05
highly,1.9971219221169178e-05
beliefs,1.9952812768186373e-05
does mean,1.9937587447684104e-05
financial,1.99349405374183e-05
games,1.993048794726602e-05
threaten,1.9929486969896294e-05
heat,1.990262627287442e-05
cover,1.987432054892468e-05
bs,1.986349110868055e-05
success,1.9861794622236492e-05
worried,1.984431241492754e-05
pass,1.9827417394061285e-05
cold,1.9800685888313647e-05
coffee,1.9779236957501694e-05
movies,1.9767126729135136e-05
legs,1.9702053498198986e-05
cnn,1.9691573142658626e-05
threat,1.9687542396948183e-05
cop,1.9667110966394605e-05
flow,1.964931535505309e-05
listening,1.964758794303161e-05
utter,1.9647412515173526e-05
spend,1.9639047204031638e-05
view,1.9637935920948254e-05
addressed,1.9636689257709555e-05
forgot,1.961625568384881e-05
lmaooo,1.958468900542034e-05
lying,1.9578786533539072e-05
candidate,1.9577271990095288e-05
suspect,1.9569498477935024e-05
cheese,1.9555731186049114e-05
tweeting,1.954604747494289e-05
showing,1.9532100632373208e-05
like good,1.9528821324895404e-05
ain loyal,1.951620044737038e-05
score,1.9510868919988053e-05
ain hoe,1.950555217172642e-05
followers,1.9488724467065976e-05
lips,1.948249044355907e-05
12,1.948074676825927e-05
celebrate,1.947678049639083e-05
action,1.9469151313239353e-05
pete,1.9461663722797062e-05
glass,1.9451505235031235e-05
possible,1.9426907566140577e-05
logic,1.94228838972368e-05
add,1.942090447036431e-05
koch,1.941934473193483e-05
ms,1.9388920308716792e-05
fall,1.937164653304377e-05
lazy,1.936744910197628e-05
hero,1.9355449581240285e-05
natural,1.933476963838057e-05
dozens,1.931179606952621e-05
king,1.928283112293531e-05
error,1.9253279881576262e-05
earned,1.9252477418745672e-05
fault,1.9240522346535382e-05
fo,1.9236750832101096e-05
constitutional,1.9233346959770285e-05
california,1.9225698495934344e-05
meaningless,1.9217213645521148e-05
tool,1.921694528897754e-05
tits,1.921392007540104e-05
worry,1.920805605229073e-05
attention,1.9195711747207875e-05
like people,1.9193718976187018e-05
arguing,1.91916220042754e-05
assault,1.9177581678042456e-05
supporting,1.9161577610108288e-05
started,1.9149812999920084e-05
major,1.911537424820469e-05
track,1.9112503415818494e-05
lookin,1.9091515495510574e-05
good job,1.9067543148477867e-05
4th,1.9059554359198826e-05
sunday,1.9039221268591233e-05
favorite,1.902329025389472e-05
decent,1.9010616691220177e-05
followed,1.899361104905194e-05
train,1.899075861312789e-05
claiming,1.897806192388002e-05
homophobic,1.8955441561926567e-05
hood,1.8954689260324416e-05
total,1.8953538324303357e-05
crisis,1.8950915765104803e-05
bed,1.8943009714583953e-05
tries,1.8901619882327547e-05
politicians,1.8899408230633935e-05
minimal,1.8898613164991045e-05
ability,1.887195114482868e-05
sub,1.8853607849714617e-05
felony,1.8840363253265357e-05
retired,1.8832726222591386e-05
homework,1.883078984363635e-05
really good,1.8830032752782157e-05
super,1.8829822649471898e-05
peace,1.8822614416277425e-05
grow,1.8789012404709847e-05
kevin,1.877957883303601e-05
date,1.8775103494929412e-05
blaming,1.87120866020261e-05
nature,1.870992250273335e-05
according,1.8670376437399328e-05
played,1.8663763897769534e-05
sector,1.861078142877152e-05
wasting,1.8592305849847308e-05
apple,1.8592062467819818e-05
laid,1.8565721302365956e-05
crib,1.8560141620294442e-05
purpose,1.8495896711253623e-05
mike,1.8493570930767758e-05
charge,1.849047874912659e-05
humor,1.846098305556888e-05
dinner,1.8442727869395514e-05
really really,1.8442294028425665e-05
cheating,1.8429716403695372e-05
singing,1.8424517227838818e-05
state oregon,1.836505198010221e-05
misogyny,1.8363214718882387e-05
content,1.832363447449504e-05
feel good,1.831903068524776e-05
throat,1.8307077473107884e-05
nips,1.8292262837197567e-05
north,1.8285859030136343e-05
complain,1.828420846041195e-05
1041204,1.8271788640285846e-05
driver,1.8265758369905237e-05
didnt,1.8260643196096957e-05
pressure,1.8256701906716387e-05
failing,1.823669502788239e-05
doesn like,1.8226595596531382e-05
wins,1.820627625103888e-05
pretty sure,1.8180466833525493e-05
senator,1.816533778365395e-05
128545,1.8165094811798857e-05
like did,1.814663032535666e-05
ole,1.814370751804804e-05
punished,1.809244570225026e-05
128074,1.809243321184576e-05
excuse,1.8088697853058638e-05
ways,1.807539543466453e-05
progressive,1.8073062603966405e-05
attitude,1.807235724357061e-05
hoes 128514,1.8042239787297187e-05
128514 128128,1.7980731055499615e-05
smarter,1.797626272089949e-05
protecting,1.7973539734918562e-05
cars,1.7961142525529847e-05
florida,1.7950201727071705e-05
lawyers,1.794926557087827e-05
fuzzy,1.7900716412313538e-05
david,1.7886122480106547e-05
don let,1.7836822615919132e-05
128520,1.78018540492187e-05
marriage,1.7798338414586726e-05
usual,1.7797343392480547e-05
carry,1.777504033875503e-05
return,1.7744683022601587e-05
fit,1.7706841178629166e-05
arm,1.7681415379550467e-05
prevent,1.7673077468490554e-05
tastes,1.7665047889571958e-05
effort,1.7651992045093908e-05
bigotry,1.7649553899590843e-05
8230 http,1.7641393222812807e-05
hypocrites,1.7638013522228682e-05
restaurant,1.7623632443801025e-05
corporation,1.761759519523122e-05
tongue,1.7617378922161722e-05
ion,1.76142660719346e-05
computer,1.761185934478272e-05
future,1.7611460433867592e-05
inappropriate,1.7609394785345206e-05
trap,1.7602603422880963e-05
ring,1.755917944070496e-05
clean,1.7537587306882728e-05
pet,1.7523839740981464e-05
victims,1.751372983125253e-05
spending,1.7506880661152125e-05
dollar,1.748883649013764e-05
jim,1.7472628076580868e-05
driven,1.745447966286648e-05
options,1.7445243730039674e-05
miles,1.7444266342395012e-05
don wanna,1.7437258143137453e-05
battle,1.741504998400549e-05
student,1.740216583285306e-05
isnt,1.7399874733329756e-05
busy,1.735254892721999e-05
organic,1.7344318691095637e-05
pain,1.7340262010177867e-05
talk shit,1.731990820824666e-05
dying,1.7290997041474493e-05
hire,1.7289088067722233e-05
eye,1.7286497228586135e-05
rip,1.7285251734656545e-05
constitution,1.724103357899099e-05
slap,1.7231230409072946e-05
board,1.7212236476441477e-05
sister,1.7197979310797455e-05
debate,1.7166873693217e-05
syria,1.716376607180148e-05
moment,1.7156807565734946e-05
winning,1.7136769631567163e-05
trial,1.7133624783813803e-05
slut,1.7133088191046442e-05
meant,1.7127429413930087e-05
links,1.711466899888754e-05
greedy,1.7111221000671294e-05
violent,1.711059001972612e-05
min,1.7063698758630756e-05
forward,1.704815670230832e-05
nut,1.7044051339536773e-05
bus,1.7026661348577945e-05
lt,1.701424038937958e-05
slant,1.700599179197291e-05
access,1.699474526325655e-05
lick,1.6983777982186807e-05
btw,1.690463242994044e-05
hating,1.6892141898694753e-05
app,1.6874292585695094e-05
fam,1.686693004250143e-05
screen,1.6863660957228427e-05
recommend,1.6855329203819577e-05
rule,1.6851611108389483e-05
burn,1.6849342879460848e-05
did say,1.684191925288829e-05
conspiracy,1.683771522766293e-05
wassup,1.6829702774520288e-05
share,1.682613400465513e-05
faith,1.6823746956427454e-05
fly,1.6818493873713204e-05
missing,1.679641793668845e-05
necessarily,1.6762903127487346e-05
san,1.6742123313493968e-05
corporate,1.6724779256282627e-05
bullying,1.671707828667825e-05
wing,1.67042734437201e-05
flying,1.665909521489552e-05
religion,1.6654114385596284e-05
asian,1.6629844597969856e-05
cut bitch,1.6629609684650564e-05
weapons,1.6619310365608256e-05
make sure,1.661148226659424e-05
exist,1.660469835766185e-05
ya bitch,1.6599093589387137e-05
educated,1.6570483442511547e-05
tax money,1.656540034498744e-05
128540,1.6500560379740594e-05
doin,1.6499129629553598e-05
threatened,1.6484163130332335e-05
addressing,1.6476927267200147e-05
pre,1.6476075429229258e-05
scientists,1.6473022507642966e-05
spam,1.6472635327658142e-05
congestion,1.646820303463844e-05
offer,1.6458779039867776e-05
asking,1.6440661515286317e-05
html,1.6414153461090853e-05
april,1.641292302326471e-05
committed,1.6412140640177975e-05
explanation,1.640470152185149e-05
don 8217,1.6397448166017385e-05
prefer,1.639633737390664e-05
lady,1.638670652396342e-05
focusing,1.638332221259089e-05
ride,1.63771526505091e-05
love hoes,1.6340957111699774e-05
drop,1.6338748715510324e-05
extra,1.633380693830469e-05
permanent,1.6318804695864313e-05
alot,1.6299473483079195e-05
wont,1.6290552099309163e-05
white house,1.627908467217607e-05
opponents,1.627762780435115e-05
individual,1.6275146950463417e-05
professional,1.6274819222634788e-05
yep,1.6274487942794907e-05
arms,1.6269235695209124e-05
feels,1.6269051462527934e-05
district,1.6257677440941817e-05
recognize,1.625223167339481e-05
pretty good,1.6247786317981683e-05
famous,1.623184532475971e-05
don love,1.6226378167115885e-05
ol,1.6206322522784382e-05
changed,1.620393005165451e-05
chocolate,1.6198512587232804e-05
irresponsible,1.6192678425969886e-05
huntermoore,1.6187433591803418e-05
crow,1.6177313664811807e-05
spoke,1.616818512384456e-05
mentally ill,1.6153686894216046e-05
joe,1.6127620009362207e-05
round,1.6124629478608883e-05
rat,1.6115897548714368e-05
general,1.6093592375600504e-05
sales,1.6074561326314185e-05
clue,1.6061489665727495e-05
necessary,1.605041414191798e-05
flagged,1.6034425095265574e-05
genius,1.6013309103109327e-05
practice,1.6010087637502477e-05
leads,1.5997864876589033e-05
fix,1.598555303752774e-05
career,1.5974253399108235e-05
normal,1.5972353576538737e-05
bush,1.5968405818454657e-05
air,1.596305794167071e-05
waiting,1.596137949429463e-05
babies,1.596085904189173e-05
yea,1.5958836872674805e-05
socialist,1.5946760860964513e-05
offended,1.5942159425653472e-05
campus,1.5932505793418517e-05
author,1.5929609365527326e-05
size,1.592059937918137e-05
don believe,1.5912682045992583e-05
actin,1.5903122204352096e-05
freshman,1.5898090505134687e-05
deleted,1.5880417436217327e-05
punishment,1.587987614578407e-05
obviously,1.5877783868574204e-05
right way,1.5849550330423532e-05
hall,1.5836286932364552e-05
capitalism,1.583293040000021e-05
65,1.5822070962247704e-05
answers,1.5797841296295278e-05
deal,1.57739727726741e-05
fair,1.5764893829723486e-05
beer,1.5762637745654818e-05
wheel,1.5748503955801947e-05
canada,1.5737443609853e-05
showed,1.5719724970271844e-05
crooked,1.57171227412568e-05
bear,1.5710661423145306e-05
im just,1.5694346331949856e-05
incapable,1.5680512185550512e-05
laying,1.5663102279740357e-05
van,1.5661214993745288e-05
insulting,1.5641682615790304e-05
thing like,1.5637776020100575e-05
register,1.563676089227401e-05
128293,1.5631405335839203e-05
brought,1.562825027173111e-05
brutal,1.562580784966934e-05
ig,1.5619784710931146e-05
reaction,1.5618897055700757e-05
medical,1.5617919206148047e-05
ted cruz,1.5617722180845347e-05
unfortunately,1.5610973293193214e-05
ll just,1.5606058747953746e-05
kanye,1.5605643258834084e-05
series,1.559309667341944e-05
admitted,1.557818930479498e-05
128529,1.5570414285056634e-05
british,1.5567927481302357e-05
saving,1.556572696976736e-05
bias,1.5552427369025893e-05
ticket,1.551583913208341e-05
supposed,1.551284542133047e-05
128080,1.5484527850053695e-05
notice,1.5477661953917734e-05
led,1.5475998902760092e-05
create,1.5466810550355246e-05
attempt,1.5455013404314195e-05
decisions,1.5448781885991826e-05
shake,1.5446010410569807e-05
meeting,1.5437527561201225e-05
feed,1.5434925688204687e-05
hatred,1.5403315071752686e-05
bomb,1.5401086362306704e-05
filled,1.539039577931615e-05
128128 128128,1.5365397847452115e-05
mexican,1.5364378799306084e-05
later,1.536004212423808e-05
uber,1.5358637103276173e-05
regardless,1.5347943016300417e-05
blacks,1.534768133611412e-05
reports,1.5345436557158156e-05
entire,1.531400330076894e-05
refer,1.5302888472322345e-05
dudes,1.5294901984441326e-05
weapon,1.529142306184298e-05
sun,1.5290947234712387e-05
larry,1.527720898286882e-05
horse,1.5263646047013635e-05
grew,1.525844999631608e-05
lol rt,1.5253265996569417e-05
washington,1.524664403216302e-05
easily,1.5219022382260361e-05
smell,1.5200446733013734e-05
bills,1.5190803338917439e-05
matthew,1.5185507421349873e-05
pulled,1.5178496478316603e-05
la,1.5172142297793706e-05
delegates,1.5161449674880442e-05
knocked,1.5154872296063726e-05
somethin,1.5145101844665412e-05
youtube,1.5134280911917747e-05
just said,1.5127974421773605e-05
128149,1.5127787239704946e-05
amp bitch,1.5104162805087489e-05
radio,1.504491540178257e-05
cook,1.5013668309232755e-05
buying,1.500725917536959e-05
significant,1.499274699688827e-05
blah,1.4988657317212546e-05
state alaska,1.4919847543973172e-05
reflects,1.4896599139239953e-05
stance,1.4883574137406e-05
kate,1.485779242451362e-05
officials,1.4857087103620524e-05
punch,1.4856406276714243e-05
tape,1.4852177443737857e-05
tree,1.4840291031544935e-05
shoes,1.4827061645000992e-05
sb21,1.4792657267378553e-05
selfish,1.4791677346063359e-05
picking,1.4779615690284068e-05
enforcement,1.4757767546860825e-05
pers,1.4756534964775577e-05
basketball,1.4745804037760781e-05
destruction,1.4743935766582861e-05
refuge,1.4736214456992542e-05
persons,1.4734662191039595e-05
dump,1.470693136033216e-05
deep,1.4702966276661786e-05
phrase,1.470000643583234e-05
slow,1.469970308711308e-05
quick,1.46939567509889e-05
raise,1.4690202004707939e-05
110,1.468110841678919e-05
pizza,1.4674708608514062e-05
equality,1.466366702373812e-05
democracy,1.4661882849076689e-05
matters,1.4614232656461348e-05
vehicle,1.4606492785787682e-05
don make,1.4604128543521223e-05
wilson,1.4579386927628784e-05
owner,1.457882958957025e-05
niggaz,1.4577119661562893e-05
reported,1.4575272473535019e-05
junk,1.4551167613572502e-05
thousands,1.4547121370590817e-05
reply,1.4537714509647698e-05
didn want,1.4536942225720338e-05
chicks,1.4521419116687924e-05
expect,1.4521317091187865e-05
federal government,1.4519528734507389e-05
128532,1.4509256594100452e-05
ferguson,1.4491927668120308e-05
pussy ass,1.4470495596462735e-05
profit,1.446964166981222e-05
blow,1.4463183104437783e-05
tie,1.4462773825222683e-05
promise,1.4454610898114981e-05
den,1.4454604967342346e-05
standard,1.4442894005105996e-05
bags,1.4439245420863694e-05
limit,1.4437307557053992e-05
tea,1.4411126186426205e-05
humans,1.4406068384641244e-05
kim,1.4383040809770838e-05
wheeler,1.4370610652182501e-05
hillbilly,1.4354551652453829e-05
whiny,1.431940551668403e-05
drake,1.4311967523602623e-05
nfl,1.4304618263199369e-05
thank god,1.4288338291867795e-05
seconds,1.4288158138518108e-05
capital,1.4284891528171694e-05
intellectually,1.428448746262195e-05
dies,1.4280928771488773e-05
snow,1.4277985843336323e-05
fell,1.4276033780195563e-05
emergency,1.4273679957443664e-05
https www,1.4269216109440398e-05
wig,1.4251908147586975e-05
55,1.424404081143567e-05
uo,1.4202860508579105e-05
influence,1.4193530685643844e-05
ve seen,1.4190818213089172e-05
